start time,value
0,48.93151408450705
1,50.90229885057472
2,50.49743150684932
3,50.027172995780596
4,50.55630182421228
5,48.874408413672214
6,48.98525963149079
7,49.01033057851235
8,50.209268707483055
9,48.7351955307262
10,51.2763513513514
11,50.04818652849744
12,50.63911187019637
13,51.0847529812606
14,51.40974955277283
15,48.678019113814074
16,49.824239864864836
17,49.25373263888887
18,50.29341216216215
19,49.202497846683926
20,51.24670008354219
21,50.085363924050704
22,49.692352941176466
23,49.14626209322779
