start time,value
0,49.372290209790194
1,51.118902439024346
2,51.119277108433806
3,51.01713080168768
4,50.261185983827495
5,50.2396666666667
6,50.28643639427122
7,49.501255230125565
8,49.13515754560531
9,51.76125309150868
10,49.53461883408066
11,50.09693200663349
12,50.16193771626294
13,48.50135891286969
14,48.74784482758614
15,50.43439153439153
16,50.311192810457555
17,50.20690537084396
18,50.29577345731196
19,51.16551168412582
20,50.51736887360278
21,50.06540404040408
22,49.92104377104379
23,48.6648892534864
