start time,value
0,48.290145672664885
1,49.926119402985066
2,50.17942176870764
3,50.1793281653747
4,50.24535564853557
5,49.78025210084036
6,49.72683347713538
7,50.22011308562199
8,51.078571428571415
9,49.07055369127514
10,49.82408637873751
11,50.97636986301367
12,50.78669491525425
13,50.155274629468195
14,49.79507640067913
15,51.141362916006386
16,49.984396551724146
17,51.53270547945201
18,49.239606501283106
19,50.255874894336415
20,49.21674008810575
21,48.55716709075485
22,48.988097233864195
23,49.556683168316766
