start time,value
0,49.93022508038586
1,50.54037985136258
2,50.547473867595826
3,49.99991503823276
4,49.91620450606586
5,50.82949152542379
6,51.10680100755672
7,50.047504159733805
8,50.84675652906488
9,51.14020270270273
10,48.049487179487166
11,48.92114726027394
12,50.22793159609121
13,50.70778072502207
14,50.60716112531967
15,48.911083743842354
16,49.925172413793135
17,49.09589153656536
18,51.37117194183063
19,49.43262711864407
20,49.57724498692252
21,49.42929120409903
22,50.9152671755725
23,49.94734299516916
