start time,value
0,51.25560131795715
1,49.84708201892738
2,48.87806873977085
3,50.43978583196046
4,49.231340734415014
5,49.620167364016815
6,50.87107664233578
7,50.77609233305858
8,50.2068376068376
9,50.714783347493615
10,49.19573578595316
11,51.26926994906617
12,49.92882096069875
13,51.351199999999935
14,50.339897698209775
15,49.51074235807855
16,51.13743718592965
17,50.66458157227386
18,50.15559157212317
19,50.11757105943146
20,49.79369369369366
21,51.331773177317785
22,51.01114836546519
23,51.41211101766191
