start time,value
0,49.940016501650135
1,50.38930390492364
2,50.526831345826196
3,50.46951735817103
4,49.27108963093147
5,49.33783783783788
6,49.47820097244732
7,50.382770270270235
8,51.713895993179904
9,49.14624277456646
10,49.01710863986316
11,49.33642732049037
12,49.55135363790189
13,49.367474048442915
14,50.294278169014085
15,49.20076077768383
16,50.96925704526051
17,49.030098831985626
18,50.98657214345288
19,48.470270270270255
20,49.004214223002656
21,50.322510121457505
22,50.69142367066899
23,50.4876386687797
