start time,value
0,48.53109656301143
1,48.97819614711024
2,50.6751504729149
3,50.552815699658765
4,50.21807531380754
5,49.67833904109592
6,49.557056798623044
7,48.92118506493493
8,50.288398692810475
9,49.680708985985106
10,50.51481481481485
11,50.430344827586204
12,50.618842975206604
13,49.688776371308016
14,50.814979079497874
15,49.59391666666667
16,49.04793459552489
17,50.33675357443234
18,50.03839285714287
19,50.986734693877466
20,50.16402439024398
21,49.08633276740235
22,50.74905320108209
23,50.03733766233769
