start time,value
0,50.244248530646544
1,50.870015948963264
2,48.05227467811163
3,48.05132231404964
4,49.626899016979465
5,49.04307692307704
6,50.74912280701754
7,50.36122792262411
8,48.5546357615894
9,50.24573578595308
10,49.5677868852459
11,50.47220779220782
12,49.88388214904679
13,50.384987489574605
14,49.67481296758108
15,49.95819397993315
16,49.8178419711131
17,49.13086419753092
18,48.48170829975826
19,48.16778413736713
20,49.981737588652464
21,49.36834825061026
22,50.688548951049
23,49.88313043478253
