start time,value
0,50.279000846740004
1,51.01181894383909
2,49.496821305841856
3,49.75783027121602
4,49.86751644736846
5,50.47234042553192
6,51.579832635983216
7,48.75870307167242
8,52.58944954128444
9,48.88966639544337
10,50.10436241610733
11,49.117443729903556
12,50.854134697357146
13,49.35993294216268
14,48.83198312236293
15,50.14378109452738
16,47.9934745762712
17,50.590163934426144
18,51.74434306569346
19,48.60306799336649
20,50.800947459086956
21,49.41200671704448
22,48.06310289389068
23,49.25803955288045
