start time,value
0,49.93587051618543
1,48.67262464722482
2,49.24918314703349
3,50.51832191780822
4,49.81549180327864
5,50.1569920844327
6,50.17163299663304
7,48.97085385878493
8,50.77771333885665
9,49.43660637381566
10,50.25080168776378
11,49.63567251461986
12,50.02971137521226
13,50.96603773584909
14,50.171584241408176
15,50.3405821917808
16,48.86750418760469
17,50.029251101321606
18,51.4586530264279
19,50.60082236842105
20,48.58943894389436
21,48.902485966319226
22,50.26058091286307
23,50.10188524590166
